FUND_NAME,FUND_CLASSIFICATION,REPORT_PERIOD,MONTHLY_YIELD,AVG_ANNUAL_MANAGEMENT_FEE,TOTAL_ASSETS
"הפניקס פנסיה משלימה - הפניקס מסלול אג""ח",קרנות כלליות,201712,0.44,0.78,0.86
הפניקס פנסיה משלימה - הפניקס מסלול שיקלי טווח קצר,קרנות כלליות,201701,0.01,0.78,0.04
הפניקס פנסיה משלימה - הפניקס מסלול שיקלי טווח קצר,קרנות כלליות,201702,0.01,0.78,0.04
הפניקס פנסיה משלימה - הפניקס מסלול שיקלי טווח קצר,קרנות כלליות,201703,0.02,0.78,0.04
הפניקס פנסיה משלימה - הפניקס מסלול שיקלי טווח קצר,קרנות כלליות,201704,0.01,0.78,0.04
הפניקס פנסיה משלימה - הפניקס מסלול שיקלי טווח קצר,קרנות כלליות,201705,0.0,0.78,0.04
הפניקס פנסיה משלימה - הפניקס מסלול שיקלי טווח קצר,קרנות כלליות,201706,0.01,0.78,0.05
הפניקס פנסיה משלימה - הפניקס מסלול שיקלי טווח קצר,קרנות כלליות,201707,0.02,0.78,0.05
הפניקס פנסיה משלימה - הפניקס מסלול שיקלי טווח קצר,קרנות כלליות,201708,0.02,0.78,0.05
הפניקס פנסיה משלימה - הפניקס מסלול שיקלי טווח קצר,קרנות כלליות,201709,0.0,0.78,0.05
הפניקס פנסיה משלימה - הפניקס מסלול שיקלי טווח קצר,קרנות כלליות,201710,0.0,0.78,0.05
הפניקס פנסיה משלימה - הפניקס מסלול שיקלי טווח קצר,קרנות כלליות,201711,0.0,0.78,0.05
הפניקס פנסיה משלימה - הפניקס מסלול שיקלי טווח קצר,קרנות כלליות,201712,0.01,0.78,0.06
"מסלול אג""ח עד 15% מניות ",קרנות חדשות,201701,0.22,0.24,184.07
"מסלול אג""ח עד 15% מניות ",קרנות חדשות,201702,0.33,0.24,186.49
"מסלול אג""ח עד 15% מניות ",קרנות חדשות,201703,0.32,0.24,190.01
"מסלול אג""ח עד 15% מניות ",קרנות חדשות,201704,0.8,0.24,193.6
"מסלול אג""ח עד 15% מניות ",קרנות חדשות,201705,0.69,0.24,197.16
"מסלול אג""ח עד 15% מניות ",קרנות חדשות,201706,-0.12,0.24,199.56
"מסלול אג""ח עד 15% מניות ",קרנות חדשות,201707,0.75,0.24,202.48
"מסלול אג""ח עד 15% מניות ",קרנות חדשות,201708,0.51,0.24,205.98
"מסלול אג""ח עד 15% מניות ",קרנות חדשות,201709,0.28,0.24,207.88
"מסלול אג""ח עד 15% מניות ",קרנות חדשות,201710,0.61,0.24,209.63
"מסלול אג""ח עד 15% מניות ",קרנות חדשות,201711,0.68,0.24,214.26
"מסלול אג""ח עד 15% מניות ",קרנות חדשות,201712,0.42,0.24,216.62
מנורה מבטחים פנסיה - תיק זכאים קיימים,קרנות חדשות,201701,0.22,0.22,391.6
מנורה מבטחים פנסיה - תיק זכאים קיימים,קרנות חדשות,201702,-0.01,0.22,389.37
מנורה מבטחים פנסיה - תיק זכאים קיימים,קרנות חדשות,201703,0.42,0.22,388.88
מנורה מבטחים פנסיה - תיק זכאים קיימים,קרנות חדשות,201704,0.95,0.22,387.25
מנורה מבטחים פנסיה - תיק זכאים קיימים,קרנות חדשות,201705,0.57,0.22,384.65
מנורה מבטחים פנסיה - תיק זכאים קיימים,קרנות חדשות,201706,0.26,0.22,383.3
מנורה מבטחים פנסיה - תיק זכאים קיימים,קרנות חדשות,201707,0.32,0.22,382.33
מנורה מבטחים פנסיה - תיק זכאים קיימים,קרנות חדשות,201708,0.54,0.22,388.43
מנורה מבטחים פנסיה - תיק זכאים קיימים,קרנות חדשות,201709,0.44,0.22,388.03
מנורה מבטחים פנסיה - תיק זכאים קיימים,קרנות חדשות,201710,0.42,0.22,388.16
מנורה מבטחים פנסיה - תיק זכאים קיימים,קרנות חדשות,201711,0.65,0.22,388.78
מנורה מבטחים פנסיה - תיק זכאים קיימים,קרנות חדשות,201712,0.28,0.22,381.95
אלטשולר שחם פנסיה כללית מסלול בסיסי למקבלי קצבה קיימים,קרנות כלליות,201701,-0.86,0.85,0.09
אלטשולר שחם פנסיה כללית מסלול בסיסי למקבלי קצבה קיימים,קרנות כלליות,201702,-0.95,0.85,0.09
אלטשולר שחם פנסיה כללית מסלול בסיסי למקבלי קצבה קיימים,קרנות כלליות,201703,0.52,0.85,0.2
אלטשולר שחם פנסיה כללית מסלול בסיסי למקבלי קצבה קיימים,קרנות כלליות,201704,1.51,0.85,0.2
אלטשולר שחם פנסיה כללית מסלול בסיסי למקבלי קצבה קיימים,קרנות כלליות,201705,0.26,0.85,0.26
אלטשולר שחם פנסיה כללית מסלול בסיסי למקבלי קצבה קיימים,קרנות כלליות,201706,-1.01,0.85,0.26
אלטשולר שחם פנסיה כללית מסלול בסיסי למקבלי קצבה קיימים,קרנות כלליות,201707,1.49,0.85,0.26
אלטשולר שחם פנסיה כללית מסלול בסיסי למקבלי קצבה קיימים,קרנות כלליות,201708,1.02,0.85,0.23
אלטשולר שחם פנסיה כללית מסלול בסיסי למקבלי קצבה קיימים,קרנות כלליות,201709,-0.39,0.85,0.27
אלטשולר שחם פנסיה כללית מסלול בסיסי למקבלי קצבה קיימים,קרנות כלליות,201710,0.47,0.85,0.27
אלטשולר שחם פנסיה כללית מסלול בסיסי למקבלי קצבה קיימים,קרנות כלליות,201711,0.3,0.85,0.33
אלטשולר שחם פנסיה כללית מסלול בסיסי למקבלי קצבה קיימים,קרנות כלליות,201712,0.71,0.85,0.33
הראל פנסיה  - זכאים קיימים לקצבה,קרנות חדשות,201701,-0.03,0.25,26.11
הראל פנסיה  - זכאים קיימים לקצבה,קרנות חדשות,201702,-0.01,0.25,26.41
הראל פנסיה  - זכאים קיימים לקצבה,קרנות חדשות,201703,0.47,0.25,26.39
הראל פנסיה  - זכאים קיימים לקצבה,קרנות חדשות,201704,0.8,0.25,26.45
הראל פנסיה  - זכאים קיימים לקצבה,קרנות חדשות,201705,0.47,0.25,26.5
הראל פנסיה  - זכאים קיימים לקצבה,קרנות חדשות,201706,0.22,0.25,26.4
הראל פנסיה  - זכאים קיימים לקצבה,קרנות חדשות,201707,0.56,0.25,26.4
הראל פנסיה  - זכאים קיימים לקצבה,קרנות חדשות,201708,0.62,0.25,26.41
הראל פנסיה  - זכאים קיימים לקצבה,קרנות חדשות,201709,0.39,0.25,26.36
הראל פנסיה  - זכאים קיימים לקצבה,קרנות חדשות,201710,0.42,0.25,26.32
הראל פנסיה  - זכאים קיימים לקצבה,קרנות חדשות,201711,0.46,0.25,26.09
הראל פנסיה  - זכאים קיימים לקצבה,קרנות חדשות,201712,0.34,0.25,26.03
מגדל מקפת אישית לזכאים קיימים לקצבה,קרנות חדשות,201701,0.4,0.26,84.17
מגדל מקפת אישית לזכאים קיימים לקצבה,קרנות חדשות,201702,0.39,0.26,84.05
מגדל מקפת אישית לזכאים קיימים לקצבה,קרנות חדשות,201703,0.41,0.26,84.78
מגדל מקפת אישית לזכאים קיימים לקצבה,קרנות חדשות,201704,0.82,0.26,85.36
מגדל מקפת אישית לזכאים קיימים לקצבה,קרנות חדשות,201705,0.76,0.26,85.08
מגדל מקפת אישית לזכאים קיימים לקצבה,קרנות חדשות,201706,0.35,0.26,85.74
מגדל מקפת אישית לזכאים קיימים לקצבה,קרנות חדשות,201707,0.2,0.26,86.04
מגדל מקפת אישית לזכאים קיימים לקצבה,קרנות חדשות,201708,0.45,0.26,84.75
מגדל מקפת אישית לזכאים קיימים לקצבה,קרנות חדשות,201709,0.44,0.26,84.26
מגדל מקפת אישית לזכאים קיימים לקצבה,קרנות חדשות,201710,0.52,0.26,83.65
מגדל מקפת אישית לזכאים קיימים לקצבה,קרנות חדשות,201711,0.62,0.26,82.06
מגדל מקפת אישית לזכאים קיימים לקצבה,קרנות חדשות,201712,0.29,0.26,81.92
מגדל מקפת אישית הלכה למקבלי קצבה קיימים ,קרנות חדשות,201701,-0.23,0.26,0.3
מגדל מקפת אישית הלכה למקבלי קצבה קיימים ,קרנות חדשות,201702,0.44,0.26,0.3
מגדל מקפת אישית הלכה למקבלי קצבה קיימים ,קרנות חדשות,201703,0.25,0.26,0.3
מגדל מקפת אישית הלכה למקבלי קצבה קיימים ,קרנות חדשות,201704,0.68,0.26,0.31
מגדל מקפת אישית הלכה למקבלי קצבה קיימים ,קרנות חדשות,201705,0.79,0.26,0.29
מגדל מקפת אישית הלכה למקבלי קצבה קיימים ,קרנות חדשות,201706,-0.09,0.26,0.29
מגדל מקפת אישית הלכה למקבלי קצבה קיימים ,קרנות חדשות,201707,0.53,0.26,0.29
מגדל מקפת אישית הלכה למקבלי קצבה קיימים ,קרנות חדשות,201708,0.53,0.26,0.29
מגדל מקפת אישית הלכה למקבלי קצבה קיימים ,קרנות חדשות,201709,0.22,0.26,0.29
מגדל מקפת אישית הלכה למקבלי קצבה קיימים ,קרנות חדשות,201710,0.75,0.26,0.6
מגדל מקפת אישית הלכה למקבלי קצבה קיימים ,קרנות חדשות,201711,0.56,0.26,0.6
מגדל מקפת אישית הלכה למקבלי קצבה קיימים ,קרנות חדשות,201712,0.28,0.26,0.6
איילון מיטב מקיפה קצבה לזכאים קיימים,קרנות חדשות,201701,0.02,0.27,10.51
איילון מיטב מקיפה קצבה לזכאים קיימים,קרנות חדשות,201702,-0.03,0.27,10.46
איילון מיטב מקיפה קצבה לזכאים קיימים,קרנות חדשות,201703,-0.04,0.27,10.45
איילון מיטב מקיפה קצבה לזכאים קיימים,קרנות חדשות,201704,0.9,0.27,10.49
איילון מיטב מקיפה קצבה לזכאים קיימים,קרנות חדשות,201705,0.06,0.27,10.5
איילון מיטב מקיפה קצבה לזכאים קיימים,קרנות חדשות,201706,0.32,0.27,9.42
איילון מיטב מקיפה קצבה לזכאים קיימים,קרנות חדשות,201707,0.41,0.27,9.41
איילון מיטב מקיפה קצבה לזכאים קיימים,קרנות חדשות,201708,0.63,0.27,9.42
איילון מיטב מקיפה קצבה לזכאים קיימים,קרנות חדשות,201709,0.4,0.27,9.41
איילון מיטב מקיפה קצבה לזכאים קיימים,קרנות חדשות,201710,0.48,0.27,9.4
איילון מיטב מקיפה קצבה לזכאים קיימים,קרנות חדשות,201711,0.56,0.27,9.41
איילון מיטב מקיפה קצבה לזכאים קיימים,קרנות חדשות,201712,0.34,0.27,9.39
מגדל מקפת אישית לבני 50 ומטה,קרנות חדשות,201701,-0.13,0.26,1228.51
מגדל מקפת אישית לבני 50 ומטה,קרנות חדשות,201702,0.78,0.26,1361.96
מגדל מקפת אישית לבני 50 ומטה,קרנות חדשות,201703,0.44,0.26,1447.01
מגדל מקפת אישית לבני 50 ומטה,קרנות חדשות,201704,0.87,0.26,1562.9
מגדל מקפת אישית לבני 50 ומטה,קרנות חדשות,201705,0.93,0.26,1684.26
מגדל מקפת אישית לבני 50 ומטה,קרנות חדשות,201706,-0.19,0.26,1805.61
מגדל מקפת אישית לבני 50 ומטה,קרנות חדשות,201707,1.22,0.26,1980.63
מגדל מקפת אישית לבני 50 ומטה,קרנות חדשות,201708,0.04,0.26,2167.58
מגדל מקפת אישית לבני 50 ומטה,קרנות חדשות,201709,0.64,0.26,2286.3
מגדל מקפת אישית לבני 50 ומטה,קרנות חדשות,201710,1.17,0.26,2417.39
מגדל מקפת אישית לבני 50 ומטה,קרנות חדשות,201711,0.63,0.26,2560.08
מגדל מקפת אישית לבני 50 ומטה,קרנות חדשות,201712,0.69,0.26,2733.19
מגדל מקפת אישית לבני 50 עד 60,קרנות חדשות,201701,-0.01,0.26,432.77
מגדל מקפת אישית לבני 50 עד 60,קרנות חדשות,201702,0.6,0.26,452.44
מגדל מקפת אישית לבני 50 עד 60,קרנות חדשות,201703,0.39,0.26,466.42
מגדל מקפת אישית לבני 50 עד 60,קרנות חדשות,201704,0.83,0.26,480.71
מגדל מקפת אישית לבני 50 עד 60,קרנות חדשות,201705,0.84,0.26,498.26
מגדל מקפת אישית לבני 50 עד 60,קרנות חדשות,201706,-0.15,0.26,512.95
מגדל מקפת אישית לבני 50 עד 60,קרנות חדשות,201707,1.01,0.26,549.95
מגדל מקפת אישית לבני 50 עד 60,קרנות חדשות,201708,0.16,0.26,561.28
מגדל מקפת אישית לבני 50 עד 60,קרנות חדשות,201709,0.5,0.26,591.41
מגדל מקפת אישית לבני 50 עד 60,קרנות חדשות,201710,0.95,0.26,615.0
מגדל מקפת אישית לבני 50 עד 60,קרנות חדשות,201711,0.56,0.26,637.66
מגדל מקפת אישית לבני 50 עד 60,קרנות חדשות,201712,0.58,0.26,656.63
מגדל מקפת אישית לבני 60 ומעלה,קרנות חדשות,201701,0.06,0.26,339.86
מגדל מקפת אישית לבני 60 ומעלה,קרנות חדשות,201702,0.51,0.26,350.99
מגדל מקפת אישית לבני 60 ומעלה,קרנות חדשות,201703,0.36,0.26,364.72
מגדל מקפת אישית לבני 60 ומעלה,קרנות חדשות,201704,0.86,0.26,375.28
מגדל מקפת אישית לבני 60 ומעלה,קרנות חדשות,201705,0.84,0.26,389.0
מגדל מקפת אישית לבני 60 ומעלה,קרנות חדשות,201706,-0.11,0.26,398.51
מגדל מקפת אישית לבני 60 ומעלה,קרנות חדשות,201707,0.75,0.26,407.52
מגדל מקפת אישית לבני 60 ומעלה,קרנות חדשות,201708,0.28,0.26,426.53
מגדל מקפת אישית לבני 60 ומעלה,קרנות חדשות,201709,0.43,0.26,437.24
מגדל מקפת אישית לבני 60 ומעלה,קרנות חדשות,201710,0.77,0.26,444.41
מגדל מקפת אישית לבני 60 ומעלה,קרנות חדשות,201711,0.6,0.26,465.32
מגדל מקפת אישית לבני 60 ומעלה,קרנות חדשות,201712,0.5,0.26,481.11
הראל פנסיה- הלכה למקבלי קצבה קיימים,קרנות חדשות,201701,-0.77,0.25,10.35
הראל פנסיה- הלכה למקבלי קצבה קיימים,קרנות חדשות,201702,-0.68,0.25,18.82
הראל פנסיה- הלכה למקבלי קצבה קיימים,קרנות חדשות,201703,0.08,0.25,19.71
הראל פנסיה- הלכה למקבלי קצבה קיימים,קרנות חדשות,201704,0.85,0.25,22.56
הראל פנסיה- הלכה למקבלי קצבה קיימים,קרנות חדשות,201705,0.14,0.25,30.11
הראל פנסיה- הלכה למקבלי קצבה קיימים,קרנות חדשות,201706,-0.76,0.25,31.44
הראל פנסיה- הלכה למקבלי קצבה קיימים,קרנות חדשות,201707,1.56,0.25,37.89
הראל פנסיה- הלכה למקבלי קצבה קיימים,קרנות חדשות,201708,0.81,0.25,47.05
הראל פנסיה- הלכה למקבלי קצבה קיימים,קרנות חדשות,201709,0.3,0.25,47.63
הראל פנסיה- הלכה למקבלי קצבה קיימים,קרנות חדשות,201710,0.43,0.25,54.69
הראל פנסיה- הלכה למקבלי קצבה קיימים,קרנות חדשות,201711,0.54,0.25,51.9
הראל פנסיה- הלכה למקבלי קצבה קיימים,קרנות חדשות,201712,0.3,0.25,54.36
מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,קרנות חדשות,201701,0.16,0.22,202.68
מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,קרנות חדשות,201702,0.97,0.22,238.76
מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,קרנות חדשות,201703,0.36,0.22,270.64
מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,קרנות חדשות,201704,0.99,0.22,301.58
מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,קרנות חדשות,201705,0.9,0.22,341.18
מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,קרנות חדשות,201706,0.12,0.22,384.22
מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,קרנות חדשות,201707,1.08,0.22,434.64
מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,קרנות חדשות,201708,0.54,0.22,513.63
מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,קרנות חדשות,201709,0.97,0.22,562.25
מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,קרנות חדשות,201710,1.22,0.22,622.53
מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,קרנות חדשות,201711,0.78,0.22,687.55
מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,קרנות חדשות,201712,0.84,0.22,765.16
הראל פנסיה - שיקלי טווח קצר,קרנות חדשות,201701,0.13,0.25,17.69
הראל פנסיה - שיקלי טווח קצר,קרנות חדשות,201702,0.1,0.25,18.88
הראל פנסיה - שיקלי טווח קצר,קרנות חדשות,201703,0.13,0.25,19.21
הראל פנסיה - שיקלי טווח קצר,קרנות חדשות,201704,0.18,0.25,19.78
הראל פנסיה - שיקלי טווח קצר,קרנות חדשות,201705,0.16,0.25,19.38
הראל פנסיה - שיקלי טווח קצר,קרנות חדשות,201706,0.2,0.25,19.69
הראל פנסיה - שיקלי טווח קצר,קרנות חדשות,201707,0.01,0.25,19.84
הראל פנסיה - שיקלי טווח קצר,קרנות חדשות,201708,0.11,0.25,20.24
הראל פנסיה - שיקלי טווח קצר,קרנות חדשות,201709,0.17,0.25,20.02
הראל פנסיה - שיקלי טווח קצר,קרנות חדשות,201710,0.13,0.25,20.4
הראל פנסיה - שיקלי טווח קצר,קרנות חדשות,201711,0.18,0.25,22.14
הראל פנסיה - שיקלי טווח קצר,קרנות חדשות,201712,0.07,0.25,22.47
מגדל מקפת משלימה לבני 50 ומטה,קרנות כלליות,201701,-0.43,0.78,22.82
מגדל מקפת משלימה לבני 50 ומטה,קרנות כלליות,201702,0.78,0.78,24.77
מגדל מקפת משלימה לבני 50 ומטה,קרנות כלליות,201703,0.07,0.78,27.12
מגדל מקפת משלימה לבני 50 ומטה,קרנות כלליות,201704,0.91,0.78,30.91
מגדל מקפת משלימה לבני 50 ומטה,קרנות כלליות,201705,1.13,0.78,33.76
מגדל מקפת משלימה לבני 50 ומטה,קרנות כלליות,201706,-0.49,0.78,36.49
מגדל מקפת משלימה לבני 50 ומטה,קרנות כלליות,201707,1.38,0.78,41.36
מגדל מקפת משלימה לבני 50 ומטה,קרנות כלליות,201708,0.07,0.78,48.36
מגדל מקפת משלימה לבני 50 ומטה,קרנות כלליות,201709,0.46,0.78,50.19
מגדל מקפת משלימה לבני 50 ומטה,קרנות כלליות,201710,1.16,0.78,55.81
מגדל מקפת משלימה לבני 50 ומטה,קרנות כלליות,201711,0.6,0.78,61.65
מגדל מקפת משלימה לבני 50 ומטה,קרנות כלליות,201712,0.82,0.78,65.19
מגדל מקפת משלימה לבני 50 עד 60,קרנות כלליות,201701,-0.28,0.78,8.92
מגדל מקפת משלימה לבני 50 עד 60,קרנות כלליות,201702,0.58,0.78,9.22
מגדל מקפת משלימה לבני 50 עד 60,קרנות כלליות,201703,0.14,0.78,10.02
מגדל מקפת משלימה לבני 50 עד 60,קרנות כלליות,201704,0.94,0.78,9.86
מגדל מקפת משלימה לבני 50 עד 60,קרנות כלליות,201705,0.93,0.78,10.8
מגדל מקפת משלימה לבני 50 עד 60,קרנות כלליות,201706,-0.46,0.78,11.37
מגדל מקפת משלימה לבני 50 עד 60,קרנות כלליות,201707,1.2,0.78,12.05
מגדל מקפת משלימה לבני 50 עד 60,קרנות כלליות,201708,0.33,0.78,13.81
מגדל מקפת משלימה לבני 50 עד 60,קרנות כלליות,201709,0.34,0.78,15.39
מגדל מקפת משלימה לבני 50 עד 60,קרנות כלליות,201710,0.91,0.78,16.73
מגדל מקפת משלימה לבני 50 עד 60,קרנות כלליות,201711,0.63,0.78,19.19
מגדל מקפת משלימה לבני 50 עד 60,קרנות כלליות,201712,0.74,0.78,19.73
מגדל מקפת משלימה לבני 60 ומעלה,קרנות כלליות,201701,-0.07,0.78,9.99
מגדל מקפת משלימה לבני 60 ומעלה,קרנות כלליות,201702,0.51,0.78,10.61
מגדל מקפת משלימה לבני 60 ומעלה,קרנות כלליות,201703,0.21,0.78,10.87
מגדל מקפת משלימה לבני 60 ומעלה,קרנות כלליות,201704,0.98,0.78,11.48
מגדל מקפת משלימה לבני 60 ומעלה,קרנות כלליות,201705,0.92,0.78,12.2
מגדל מקפת משלימה לבני 60 ומעלה,קרנות כלליות,201706,-0.45,0.78,12.05
מגדל מקפת משלימה לבני 60 ומעלה,קרנות כלליות,201707,0.98,0.78,12.93
מגדל מקפת משלימה לבני 60 ומעלה,קרנות כלליות,201708,0.44,0.78,15.18
מגדל מקפת משלימה לבני 60 ומעלה,קרנות כלליות,201709,0.31,0.78,15.94
מגדל מקפת משלימה לבני 60 ומעלה,קרנות כלליות,201710,0.77,0.78,16.77
מגדל מקפת משלימה לבני 60 ומעלה,קרנות כלליות,201711,0.7,0.78,17.97
מגדל מקפת משלימה לבני 60 ומעלה,קרנות כלליות,201712,0.62,0.78,17.88
כלל פנסיה משלימה עד 50,קרנות כלליות,201701,0.33,0.48,30.37
כלל פנסיה משלימה עד 50,קרנות כלליות,201702,0.73,0.48,34.58
כלל פנסיה משלימה עד 50,קרנות כלליות,201703,0.41,0.48,42.1
כלל פנסיה משלימה עד 50,קרנות כלליות,201704,0.71,0.48,46.02
כלל פנסיה משלימה עד 50,קרנות כלליות,201705,1.18,0.48,65.06
כלל פנסיה משלימה עד 50,קרנות כלליות,201706,-0.69,0.48,68.81
כלל פנסיה משלימה עד 50,קרנות כלליות,201707,1.32,0.48,73.9
כלל פנסיה משלימה עד 50,קרנות כלליות,201708,0.29,0.48,79.22
כלל פנסיה משלימה עד 50,קרנות כלליות,201709,0.71,0.48,85.77
כלל פנסיה משלימה עד 50,קרנות כלליות,201710,1.2,0.48,91.2
כלל פנסיה משלימה עד 50,קרנות כלליות,201711,0.97,0.48,96.62
כלל פנסיה משלימה עד 50,קרנות כלליות,201712,0.8,0.48,101.99
כלל פנסיה משלימה 50-60,קרנות כלליות,201701,0.39,0.48,20.08
כלל פנסיה משלימה 50-60,קרנות כלליות,201702,0.44,0.48,25.23
כלל פנסיה משלימה 50-60,קרנות כלליות,201703,0.49,0.48,28.59
כלל פנסיה משלימה 50-60,קרנות כלליות,201704,0.97,0.48,30.49
כלל פנסיה משלימה 50-60,קרנות כלליות,201705,1.09,0.48,38.82
כלל פנסיה משלימה 50-60,קרנות כלליות,201706,-0.72,0.48,39.53
כלל פנסיה משלימה 50-60,קרנות כלליות,201707,1.24,0.48,41.79
כלל פנסיה משלימה 50-60,קרנות כלליות,201708,0.43,0.48,46.02
כלל פנסיה משלימה 50-60,קרנות כלליות,201709,0.51,0.48,52.97
כלל פנסיה משלימה 50-60,קרנות כלליות,201710,0.96,0.48,58.95
כלל פנסיה משלימה 50-60,קרנות כלליות,201711,0.91,0.48,60.13
כלל פנסיה משלימה 50-60,קרנות כלליות,201712,0.7,0.48,62.46
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201701,0.21,0.48,17.37
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201702,0.18,0.48,17.72
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201703,0.43,0.48,19.17
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201704,0.94,0.48,20.02
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201705,0.93,0.48,26.65
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201706,-0.61,0.48,27.12
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201707,1.06,0.48,31.29
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201708,0.54,0.48,32.78
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201709,0.31,0.48,37.11
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201710,0.75,0.48,38.97
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201711,0.81,0.48,40.06
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201712,0.6,0.48,42.16
כלל פנסיה מניות ,קרנות חדשות,201701,-0.01,0.24,57.55
כלל פנסיה מניות ,קרנות חדשות,201702,1.26,0.24,61.31
כלל פנסיה מניות ,קרנות חדשות,201703,0.42,0.24,65.8
כלל פנסיה מניות ,קרנות חדשות,201704,0.83,0.24,68.03
כלל פנסיה מניות ,קרנות חדשות,201705,1.14,0.24,80.88
כלל פנסיה מניות ,קרנות חדשות,201706,-0.01,0.24,82.6
כלל פנסיה מניות ,קרנות חדשות,201707,1.28,0.24,90.64
כלל פנסיה מניות ,קרנות חדשות,201708,-0.02,0.24,97.49
כלל פנסיה מניות ,קרנות חדשות,201709,1.24,0.24,130.24
כלל פנסיה מניות ,קרנות חדשות,201710,1.68,0.24,135.13
כלל פנסיה מניות ,קרנות חדשות,201711,1.2,0.24,139.31
כלל פנסיה מניות ,קרנות חדשות,201712,1.08,0.24,144.69
"כלל פנסיה אג""ח",קרנות חדשות,201701,0.26,0.24,21.45
"כלל פנסיה אג""ח",קרנות חדשות,201702,0.17,0.24,22.06
"כלל פנסיה אג""ח",קרנות חדשות,201703,0.4,0.24,23.0
"כלל פנסיה אג""ח",קרנות חדשות,201704,0.68,0.24,23.66
"כלל פנסיה אג""ח",קרנות חדשות,201705,0.68,0.24,26.15
"כלל פנסיה אג""ח",קרנות חדשות,201706,-0.06,0.24,26.53
"כלל פנסיה אג""ח",קרנות חדשות,201707,0.54,0.24,26.71
"כלל פנסיה אג""ח",קרנות חדשות,201708,0.61,0.24,27.62
"כלל פנסיה אג""ח",קרנות חדשות,201709,0.19,0.24,30.85
"כלל פנסיה אג""ח",קרנות חדשות,201710,0.36,0.24,32.0
"כלל פנסיה אג""ח",קרנות חדשות,201711,0.58,0.24,32.85
"כלל פנסיה אג""ח",קרנות חדשות,201712,0.29,0.24,32.83
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201701,0.44,0.24,64.71
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201702,0.23,0.24,64.52
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201703,0.35,0.24,62.15
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201704,0.8,0.24,62.34
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201705,0.62,0.24,62.41
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201706,0.4,0.24,62.0
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201707,0.06,0.24,62.39
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201708,0.46,0.24,61.69
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201709,0.5,0.24,61.52
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201710,0.46,0.24,60.66
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201711,0.7,0.24,61.6
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201712,0.19,0.24,62.25
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201701,-0.02,0.24,10.8
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201702,0.08,0.24,10.92
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201703,0.38,0.24,11.18
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201704,0.93,0.24,11.22
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201705,0.67,0.24,11.45
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201706,-0.34,0.24,12.27
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201707,0.73,0.24,12.29
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201708,0.61,0.24,12.2
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201709,0.25,0.24,12.04
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201710,0.5,0.24,11.92
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201711,0.62,0.24,11.64
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201712,0.31,0.24,12.43
כלל פנסיה עד 50,קרנות חדשות,201701,0.38,0.24,1545.64
